conversation_id,model,prompt0_id,model_prompt0_interaction,time_to_failure,censored,avg_prompt_to_prompt_drift,avg_context_to_prompt_drift,avg_prompt_complexity
0,claude_35,-3868762744116692312,claude_35_-3868762744116692312,3,0,0.029778599739074707,0.17200605074564615,29.11111111111111
1,claude_35,3303949904590227517,claude_35_3303949904590227517,9,1,0.046634502708911896,0.17186372809939915,45.333333333333336
2,claude_35,2978791715112100450,claude_35_2978791715112100450,1,0,0.037719205021858215,0.2570132083363003,31.11111111111111
3,claude_35,8228809181693590028,claude_35_8228809181693590028,4,0,0.045556969940662384,0.11397658454047309,47.333333333333336
4,claude_35,-5883582487755581909,claude_35_-5883582487755581909,4,0,0.06305955350399017,0.12747524844275582,48.888888888888886
5,claude_35,-7748148764174322859,claude_35_-7748148764174322859,6,0,0.04961793124675751,0.09982031583786011,57.333333333333336
6,claude_35,-9120735786299256593,claude_35_-9120735786299256593,5,0,0.040925368666648865,0.15119061205122206,60.333333333333336
7,claude_35,6519451917082435996,claude_35_6519451917082435996,4,0,0.04246217757463455,0.20578506257798937,55.333333333333336
8,claude_35,7796724402164779449,claude_35_7796724402164779449,3,0,0.06600357592105865,0.25109122196833294,68.33333333333333
9,claude_35,-7579322367467478631,claude_35_-7579322367467478631,0,0,,0.0,71.0
10,claude_35,2735028203675223970,claude_35_2735028203675223970,2,0,0.0354921817779541,0.09594490793016222,55.333333333333336
11,claude_35,-8800594601742214742,claude_35_-8800594601742214742,1,0,0.03461658954620361,0.10209951798121135,69.33333333333333
12,claude_35,-6148641726913253952,claude_35_-6148641726913253952,0,0,,0.0,21.0
13,claude_35,7270289390969226437,claude_35_7270289390969226437,6,0,0.03528093546628952,0.12299639648861355,39.333333333333336
14,claude_35,-3324111638340831616,claude_35_-3324111638340831616,1,0,0.036111123859882355,0.10184123780992296,66.33333333333333
15,claude_35,6426691030127866090,claude_35_6426691030127866090,4,0,0.056288301944732666,0.13777440124087864,31.11111111111111
16,claude_35,5892786066623401331,claude_35_5892786066623401331,9,1,0.0571511834859848,0.16228669219546848,46.77777777777778
17,claude_35,-5463727270396169906,claude_35_-5463727270396169906,4,0,0.04812998324632645,0.0974534551302592,35.55555555555556
18,claude_35,3534595325443628912,claude_35_3534595325443628912,9,1,0.07747278362512589,0.13537243339750502,27.22222222222222
19,claude_35,-2630813834556949921,claude_35_-2630813834556949921,3,0,0.04666583985090256,0.18093371391296387,42.333333333333336
20,claude_35,1230088118618836747,claude_35_1230088118618836747,5,0,0.044561803340911865,0.1527052323023478,51.333333333333336
21,claude_35,1852916232454158090,claude_35_1852916232454158090,5,0,0.054919205605983734,0.1343827380074395,35.111111111111114
22,claude_35,421036011198874655,claude_35_421036011198874655,3,0,0.025884561240673065,0.09429675340652466,53.888888888888886
23,claude_35,3017245906011897620,claude_35_3017245906011897620,9,1,0.04601757228374481,0.1333761347664727,67.55555555555556
24,claude_35,3400353470847938971,claude_35_3400353470847938971,9,1,0.05919504165649414,0.15514694982104832,38.333333333333336
25,claude_35,-6783124165237271347,claude_35_-6783124165237271347,2,0,0.049605704843997955,0.12518570820490518,33.111111111111114
26,claude_35,-5521210303032175665,claude_35_-5521210303032175665,0,0,,0.0,36.0
27,claude_35,5002219929762452798,claude_35_5002219929762452798,4,0,0.04968530684709549,0.09978179799185859,43.0
28,claude_35,-5753029251514169321,claude_35_-5753029251514169321,3,0,0.040981873869895935,0.1410458286603292,64.55555555555556
29,claude_35,-6203194028862240724,claude_35_-6203194028862240724,5,0,0.04595906287431717,0.09675901465945774,56.22222222222222
30,claude_35,3782419834493346304,claude_35_3782419834493346304,1,0,0.07692556828260422,0.10110440519120958,51.55555555555556
31,claude_35,-5830595497067547464,claude_35_-5830595497067547464,4,0,0.05106254667043686,0.1214443842569987,42.22222222222222
32,claude_35,3283035069522641043,claude_35_3283035069522641043,7,0,0.06502850353717804,0.13050203190909493,62.111111111111114
33,claude_35,6367010592123423365,claude_35_6367010592123423365,3,0,0.04003509134054184,0.10187872913148668,41.333333333333336
34,claude_35,-2602450431110440176,claude_35_-2602450431110440176,0,0,,0.0,44.0
35,claude_35,1496555721770479851,claude_35_1496555721770479851,4,0,0.0357305184006691,0.09741781155268352,98.0
36,claude_35,-2532804206855381128,claude_35_-2532804206855381128,9,1,0.0531301274895668,0.11626142263412476,77.88888888888889
37,claude_35,6576872830977679673,claude_35_6576872830977679673,6,0,0.043680496513843536,0.1808048884073893,76.55555555555556
38,claude_35,6604037401904095430,claude_35_6604037401904095430,4,0,0.050672322511672974,0.1539315316412184,46.333333333333336
39,claude_35,5901919261020755834,claude_35_5901919261020755834,9,1,0.05943278223276138,0.217430485619439,86.77777777777777
40,claude_35,6760529312442328829,claude_35_6760529312442328829,0,0,,0.0,65.0
41,claude_35,6269887458366159507,claude_35_6269887458366159507,4,0,0.027135230600833893,0.07894548442628649,102.33333333333333
42,claude_35,-1868991801877514252,claude_35_-1868991801877514252,2,0,0.04272828251123428,0.1423325406180488,66.33333333333333
43,claude_35,7120225074148741877,claude_35_7120225074148741877,1,0,0.026000380516052246,0.08936339616775513,66.33333333333333
44,claude_35,-4582594627304211305,claude_35_-4582594627304211305,0,0,,-1.1920928955078125e-07,38.0
45,claude_35,4818017296434669837,claude_35_4818017296434669837,6,0,0.03543733060359955,0.11011479960547553,100.11111111111111
46,claude_35,-4478072872235139464,claude_35_-4478072872235139464,3,0,0.02712050825357437,0.10224305921130711,58.333333333333336
47,claude_35,-1037537758938675655,claude_35_-1037537758938675655,2,0,0.0755419209599495,0.2410638928413391,28.555555555555557
