conversation_id,model,prompt0_id,model_prompt0_interaction,round,prompt_to_prompt_drift,context_to_prompt_drift,cumulative_drift,prompt_complexity,confidence,failure,censored
0,claude_35,-3868762744116692312,claude_35_-3868762744116692312,0,,-1.1920928955078125e-07,0.0,20.0,,0,0
0,claude_35,-3868762744116692312,claude_35_-3868762744116692312,1,0.021787405014038086,0.1861618161201477,0.021787405014038086,23.0,,0,0
0,claude_35,-3868762744116692312,claude_35_-3868762744116692312,2,0.027423381805419922,0.19581365585327148,0.04921078681945801,36.0,,0,0
0,claude_35,-3868762744116692312,claude_35_-3868762744116692312,3,0.020858168601989746,0.19937044382095337,0.07006895542144775,30.0,,1,0
0,claude_35,-3868762744116692312,claude_35_-3868762744116692312,4,0.03660362958908081,0.23128288984298706,0.10667258501052856,30.0,,0,0
0,claude_35,-3868762744116692312,claude_35_-3868762744116692312,5,0.048279643058776855,0.18215107917785645,0.15495222806930542,29.0,,0,0
0,claude_35,-3868762744116692312,claude_35_-3868762744116692312,6,0.03883183002471924,0.1852312684059143,0.19378405809402466,27.0,,0,0
0,claude_35,-3868762744116692312,claude_35_-3868762744116692312,7,0.0197829008102417,0.17553406953811646,0.21356695890426636,30.0,,0,0
0,claude_35,-3868762744116692312,claude_35_-3868762744116692312,8,0.0246618390083313,0.19250935316085815,0.23822879791259766,37.0,,0,0
1,claude_35,3303949904590227517,claude_35_3303949904590227517,0,,0.0,0.0,36.0,,0,0
1,claude_35,3303949904590227517,claude_35_3303949904590227517,1,0.02368217706680298,0.16834217309951782,0.02368217706680298,39.0,,0,0
1,claude_35,3303949904590227517,claude_35_3303949904590227517,2,0.04033851623535156,0.1990516185760498,0.06402069330215454,52.0,,0,0
1,claude_35,3303949904590227517,claude_35_3303949904590227517,3,0.033951759338378906,0.19137287139892578,0.09797245264053345,46.0,,0,0
1,claude_35,3303949904590227517,claude_35_3303949904590227517,4,0.059926629066467285,0.22803163528442383,0.15789908170700073,46.0,,0,0
1,claude_35,3303949904590227517,claude_35_3303949904590227517,5,0.08320164680480957,0.16893410682678223,0.2411007285118103,45.0,,0,0
