conversation_id,model,prompt0_id,model_prompt0_interaction,time_to_failure,censored,avg_prompt_to_prompt_drift,avg_context_to_prompt_drift,avg_prompt_complexity
0,qwen_max,-3868762744116692312,qwen_max_-3868762744116692312,0,0,,0.1104629635810852,20.0
1,qwen_max,3303949904590227517,qwen_max_3303949904590227517,5,0,0.04780913144350052,0.09449819723765056,45.333333333333336
2,qwen_max,2978791715112100450,qwen_max_2978791715112100450,2,0,0.03917355090379715,0.17967901627222696,31.11111111111111
3,qwen_max,8228809181693590028,qwen_max_8228809181693590028,0,0,,0.12193459272384644,38.0
4,qwen_max,-5883582487755581909,qwen_max_-5883582487755581909,9,1,0.06105130910873413,0.1308947271770901,48.888888888888886
5,qwen_max,-7748148764174322859,qwen_max_-7748148764174322859,0,0,,0.10599368810653687,48.0
6,qwen_max,-9120735786299256593,qwen_max_-9120735786299256593,0,0,,0.06334960460662842,51.0
7,qwen_max,6519451917082435996,qwen_max_6519451917082435996,0,0,,0.12835955619812012,46.0
8,qwen_max,7796724402164779449,qwen_max_7796724402164779449,0,0,,0.08027243614196777,59.0
9,qwen_max,-7579322367467478631,qwen_max_-7579322367467478631,0,0,,0.09266054630279541,71.0
10,qwen_max,2735028203675223970,qwen_max_2735028203675223970,1,0,0.03428931534290314,0.12725447946124607,55.333333333333336
11,qwen_max,-8800594601742214742,qwen_max_-8800594601742214742,0,0,,0.06394988298416138,60.0
12,qwen_max,-6148641726913253952,qwen_max_-6148641726913253952,0,0,,0.1568424105644226,21.0
13,qwen_max,7270289390969226437,qwen_max_7270289390969226437,9,1,0.03528093546628952,0.11259135935041639,39.333333333333336
14,qwen_max,-3324111638340831616,qwen_max_-3324111638340831616,0,0,,0.055885493755340576,57.0
15,qwen_max,6426691030127866090,qwen_max_6426691030127866090,9,1,0.06278873234987259,0.12964333428276908,31.11111111111111
16,qwen_max,5892786066623401331,qwen_max_5892786066623401331,9,1,0.07408387959003448,0.15987488958570692,46.888888888888886
17,qwen_max,-5463727270396169906,qwen_max_-5463727270396169906,7,0,0.04727747291326523,0.11703718370861477,35.55555555555556
18,qwen_max,3534595325443628912,qwen_max_3534595325443628912,9,1,0.0730675458908081,0.14601060416963366,27.22222222222222
19,qwen_max,-2630813834556949921,qwen_max_-2630813834556949921,4,0,0.04884788393974304,0.09297960996627808,41.888888888888886
20,qwen_max,1230088118618836747,qwen_max_1230088118618836747,0,0,,0.08354103565216064,42.0
21,qwen_max,1852916232454158090,qwen_max_1852916232454158090,9,1,0.05588764697313309,0.14834331141577828,35.111111111111114
22,qwen_max,421036011198874655,qwen_max_421036011198874655,4,0,0.025681018829345703,0.05995111332999335,54.666666666666664
23,qwen_max,3017245906011897620,qwen_max_3017245906011897620,9,1,0.04743151366710663,0.09088021516799927,67.0
24,qwen_max,3400353470847938971,qwen_max_3400353470847938971,9,1,0.05050443857908249,0.11537781026628283,38.111111111111114
25,qwen_max,-6783124165237271347,qwen_max_-6783124165237271347,9,1,0.05110970884561539,0.11625405814912584,33.111111111111114
26,qwen_max,-5521210303032175665,qwen_max_-5521210303032175665,1,0,0.04598822444677353,0.10822215345170763,46.77777777777778
27,qwen_max,5002219929762452798,qwen_max_5002219929762452798,7,0,0.0491434708237648,0.11043625407748753,42.77777777777778
28,qwen_max,-5753029251514169321,qwen_max_-5753029251514169321,9,1,0.05189508944749832,0.09518129295772976,64.11111111111111
29,qwen_max,-6203194028862240724,qwen_max_-6203194028862240724,3,0,0.054733455181121826,0.10005612505806817,57.55555555555556
30,qwen_max,3782419834493346304,qwen_max_3782419834493346304,7,0,0.06941236555576324,0.13289650281270346,51.44444444444444
31,qwen_max,-5830595497067547464,qwen_max_-5830595497067547464,9,1,0.046360597014427185,0.09402970472971599,41.77777777777778
32,qwen_max,3283035069522641043,qwen_max_3283035069522641043,0,0,,0.04574209451675415,51.0
33,qwen_max,6367010592123423365,qwen_max_6367010592123423365,0,0,,0.11055952310562134,32.0
34,qwen_max,-2602450431110440176,qwen_max_-2602450431110440176,0,0,,0.10959470272064209,44.0
35,qwen_max,1496555721770479851,qwen_max_1496555721770479851,9,1,0.031386278569698334,0.05746565924750434,98.11111111111111
36,qwen_max,-2532804206855381128,qwen_max_-2532804206855381128,6,0,0.0531301274895668,0.10087384117974176,77.88888888888889
37,qwen_max,6576872830977679673,qwen_max_6576872830977679673,5,0,0.04398401081562042,0.0807340211338467,77.22222222222223
38,qwen_max,6604037401904095430,qwen_max_6604037401904095430,9,1,0.05107253044843674,0.10687470436096191,46.333333333333336
39,qwen_max,5901919261020755834,qwen_max_5901919261020755834,4,0,0.0540827214717865,0.13427738348642984,85.88888888888889
40,qwen_max,-4659031628495680299,qwen_max_-4659031628495680299,0,0,,0.10828995704650879,42.0
41,qwen_max,-657705933917334885,qwen_max_-657705933917334885,6,0,0.036691464483737946,0.07428893115785387,47.22222222222222
42,qwen_max,8799888050619316884,qwen_max_8799888050619316884,9,1,0.04203902184963226,0.07835910717646281,81.22222222222223
43,qwen_max,1261228498230287811,qwen_max_1261228498230287811,9,1,0.05291683226823807,0.13517238034142387,90.77777777777777
44,qwen_max,7841841025893810847,qwen_max_7841841025893810847,0,0,,0.09767460823059082,42.0
45,qwen_max,6411162474977205366,qwen_max_6411162474977205366,9,1,0.06338631361722946,0.08735682566960652,58.666666666666664
46,qwen_max,-6788785493859323635,qwen_max_-6788785493859323635,0,0,,0.025649666786193848,98.0
47,qwen_max,-684339054241722652,qwen_max_-684339054241722652,9,1,0.03364468365907669,0.09640343321694268,49.0
48,qwen_max,8993113398435204735,qwen_max_8993113398435204735,6,0,0.05130805820226669,0.13559258646435207,28.11111111111111
49,qwen_max,1906516324081487351,qwen_max_1906516324081487351,4,0,0.051742009818553925,0.0981360673904419,37.333333333333336
50,qwen_max,-5814619913067464838,qwen_max_-5814619913067464838,7,0,0.04503122717142105,0.1294945478439331,29.11111111111111
51,qwen_max,-1821642933381494386,qwen_max_-1821642933381494386,0,0,,0.04808753728866577,41.0
52,qwen_max,279037356966820280,qwen_max_279037356966820280,7,0,0.054673418402671814,0.10219717688030666,40.111111111111114
53,qwen_max,3286831512485668189,qwen_max_3286831512485668189,9,1,0.040466904640197754,0.06426641676161024,93.44444444444444
54,qwen_max,5650208345660479362,qwen_max_5650208345660479362,9,1,0.03442399203777313,0.07499115334616767,65.0
55,qwen_max,6692051999058394744,qwen_max_6692051999058394744,4,0,0.05462176352739334,0.07511432965596516,93.66666666666667
56,qwen_max,5579573992615529324,qwen_max_5579573992615529324,9,1,0.05004145950078964,0.0944598979420132,46.0
57,qwen_max,5399691353183534643,qwen_max_5399691353183534643,9,1,0.05165432393550873,0.10788600974612766,40.22222222222222
58,qwen_max,-7618038066063214621,qwen_max_-7618038066063214621,9,1,0.03387796878814697,0.07599529292848375,100.88888888888889
59,qwen_max,-1725314727614475826,qwen_max_-1725314727614475826,4,0,0.04253634065389633,0.08110397391849095,85.88888888888889
60,qwen_max,-7321508789006103925,qwen_max_-7321508789006103925,9,1,0.059284575283527374,0.12750731574164498,34.333333333333336
61,qwen_max,6203118266234198273,qwen_max_6203118266234198273,0,0,,0.06693059206008911,67.0
62,qwen_max,6404077728048152121,qwen_max_6404077728048152121,9,1,0.044155918061733246,0.10387344492806329,51.333333333333336
63,qwen_max,-151218354502148047,qwen_max_-151218354502148047,9,1,0.040741875767707825,0.08094312085045709,71.33333333333333
64,qwen_max,-2134257059846673757,qwen_max_-2134257059846673757,0,0,,0.04781597852706909,60.0
65,qwen_max,3403846049252743026,qwen_max_3403846049252743026,2,0,0.06110253930091858,0.10453529490364923,35.333333333333336
66,qwen_max,-311383445613208455,qwen_max_-311383445613208455,0,0,,0.04646807909011841,41.0
67,qwen_max,4070865789946883419,qwen_max_4070865789946883419,0,0,,0.034061968326568604,57.0
68,qwen_max,-3641511282237825321,qwen_max_-3641511282237825321,1,0,0.04885343462228775,0.09101312028037177,64.55555555555556
69,qwen_max,5615746080009328257,qwen_max_5615746080009328257,5,0,0.05163790285587311,0.11208417018254598,54.333333333333336
70,qwen_max,3777543977150283510,qwen_max_3777543977150283510,9,1,0.03987429291009903,0.07350146108203465,41.333333333333336
71,qwen_max,4843915009723578836,qwen_max_4843915009723578836,9,1,0.060073524713516235,0.1627990206082662,36.666666666666664
72,qwen_max,-3530503404165599757,qwen_max_-3530503404165599757,1,0,0.021719463169574738,0.06483002503712972,81.0
73,qwen_max,7983927560838231629,qwen_max_7983927560838231629,9,1,0.04554418474435806,0.10786197582880656,24.11111111111111
74,qwen_max,7878839138085561255,qwen_max_7878839138085561255,0,0,,0.04949408769607544,72.0
75,qwen_max,3948699654524044352,qwen_max_3948699654524044352,0,0,,0.07734262943267822,60.0
76,qwen_max,8644418009426682492,qwen_max_8644418009426682492,0,0,,0.08291435241699219,45.0
77,qwen_max,3265770017066248228,qwen_max_3265770017066248228,4,0,0.04489968717098236,0.08822035127215916,77.77777777777777
78,qwen_max,3692634202956590190,qwen_max_3692634202956590190,9,1,0.032834336161613464,0.05158321724997626,140.0
79,qwen_max,-7680338987810916399,qwen_max_-7680338987810916399,9,1,0.024285905063152313,0.04296724001566569,195.44444444444446
80,qwen_max,-6717680842001803009,qwen_max_-6717680842001803009,4,0,0.05467371642589569,0.16262246502770317,79.66666666666667
81,qwen_max,8309777024972098697,qwen_max_8309777024972098697,1,0,0.018261030316352844,0.05861246585845947,73.33333333333333
82,qwen_max,1389971766102188884,qwen_max_1389971766102188884,0,0,,0.07779568433761597,72.0
83,qwen_max,-7754585739175752398,qwen_max_-7754585739175752398,2,0,0.058932945132255554,0.12142464187410143,96.11111111111111
84,qwen_max,8243921215658321893,qwen_max_8243921215658321893,9,1,0.04854728281497955,0.20796809593836466,61.888888888888886
85,qwen_max,1048346455292512245,qwen_max_1048346455292512245,9,1,0.027283266186714172,0.054109540250566274,119.11111111111111
86,qwen_max,-5233211019585965150,qwen_max_-5233211019585965150,4,0,0.059222228825092316,0.10413801670074463,94.55555555555556
87,qwen_max,6383221180352866958,qwen_max_6383221180352866958,0,0,,0.03240156173706055,138.0
88,qwen_max,1661292119681292962,qwen_max_1661292119681292962,0,0,,0.028145968914031982,172.0
89,qwen_max,2627323993925601037,qwen_max_2627323993925601037,0,0,,0.12149018049240112,57.0
90,qwen_max,809417145234092992,qwen_max_809417145234092992,9,1,0.10601163655519485,0.20625397894117567,48.44444444444444
91,qwen_max,-3802428168408217546,qwen_max_-3802428168408217546,6,0,0.07071421295404434,0.17118585771984524,37.666666666666664
92,qwen_max,4789669741661937276,qwen_max_4789669741661937276,4,0,0.0455988273024559,0.08724972274568346,98.77777777777777
93,qwen_max,4937486844873516292,qwen_max_4937486844873516292,0,0,,0.20787233114242554,16.0
94,qwen_max,8269093535601741635,qwen_max_8269093535601741635,9,1,0.07916311174631119,0.21367447243796456,29.11111111111111
95,qwen_max,-5233284501476748157,qwen_max_-5233284501476748157,9,1,0.030776917934417725,0.1026703914006551,66.77777777777777
96,qwen_max,-6941087873284800826,qwen_max_-6941087873284800826,7,0,0.05784158408641815,0.18492556280559963,41.0
97,qwen_max,-7185626011081092824,qwen_max_-7185626011081092824,9,1,0.04362846165895462,0.13733667797512478,69.88888888888889
98,qwen_max,-9154570889884390296,qwen_max_-9154570889884390296,1,0,0.028762221336364746,0.10274826818042332,68.0
99,qwen_max,-593448559785925697,qwen_max_-593448559785925697,4,0,0.017217718064785004,0.02749355634053548,109.77777777777777
100,qwen_max,-7682535168356585186,qwen_max_-7682535168356585186,4,0,0.03449403494596481,0.04795073138342963,193.77777777777777
101,qwen_max,-1735500191004990796,qwen_max_-1735500191004990796,1,0,0.055296413600444794,0.08258688449859619,305.1111111111111
102,qwen_max,1292724551369960622,qwen_max_1292724551369960622,9,1,0.05353632569313049,0.06703703933291966,272.1111111111111
103,qwen_max,2210891990189273159,qwen_max_2210891990189273159,9,1,0.059311941266059875,0.0666925311088562,270.1111111111111
104,qwen_max,-4182911227866983699,qwen_max_-4182911227866983699,9,1,0.04486526548862457,0.10745028654734294,244.22222222222223
105,qwen_max,-2457747153856003501,qwen_max_-2457747153856003501,4,0,0.05247870087623596,0.06203383869594998,297.77777777777777
106,qwen_max,-4449274681824639029,qwen_max_-4449274681824639029,1,0,0.04159735143184662,0.057394564151763916,419.8888888888889
107,qwen_max,1099232859305247506,qwen_max_1099232859305247506,7,0,0.024620182812213898,0.04367709822124905,172.77777777777777
108,qwen_max,-7437795878565402661,qwen_max_-7437795878565402661,4,0,0.03597297519445419,0.05347842640346951,171.77777777777777
