conversation_id,model,prompt0_id,model_prompt0_interaction,round,prompt_to_prompt_drift,context_to_prompt_drift,cumulative_drift,prompt_complexity,confidence,failure,censored
0,qwen_max,-3868762744116692312,qwen_max_-3868762744116692312,0,,0.1104629635810852,0.0,20.0,,1,0
0,qwen_max,-3868762744116692312,qwen_max_-3868762744116692312,1,,,,,,0,0
0,qwen_max,-3868762744116692312,qwen_max_-3868762744116692312,2,,,,,,0,0
0,qwen_max,-3868762744116692312,qwen_max_-3868762744116692312,3,,,,,,0,0
0,qwen_max,-3868762744116692312,qwen_max_-3868762744116692312,4,,,,,,0,0
0,qwen_max,-3868762744116692312,qwen_max_-3868762744116692312,5,,,,,,0,0
0,qwen_max,-3868762744116692312,qwen_max_-3868762744116692312,6,,,,,,0,0
0,qwen_max,-3868762744116692312,qwen_max_-3868762744116692312,7,,,,,,0,0
0,qwen_max,-3868762744116692312,qwen_max_-3868762744116692312,8,,,,,,0,0
1,qwen_max,3303949904590227517,qwen_max_3303949904590227517,0,,0.09066712856292725,0.0,36.0,,0,0
1,qwen_max,3303949904590227517,qwen_max_3303949904590227517,1,0.02368217706680298,0.08159983158111572,0.02368217706680298,39.0,,0,0
1,qwen_max,3303949904590227517,qwen_max_3303949904590227517,2,0.04033851623535156,0.11034327745437622,0.06402069330215454,52.0,,0,0
1,qwen_max,3303949904590227517,qwen_max_3303949904590227517,3,0.033951759338378906,0.08588629961013794,0.09797245264053345,46.0,,0,0
1,qwen_max,3303949904590227517,qwen_max_3303949904590227517,4,0.059926629066467285,0.12418335676193237,0.15789908170700073,46.0,,0,0
1,qwen_max,3303949904590227517,qwen_max_3303949904590227517,5,0.08320164680480957,0.07853740453720093,0.2411007285118103,45.0,,1,0
1,qwen_max,3303949904590227517,qwen_max_3303949904590227517,6,0.06500810384750366,0.11154264211654663,0.30610883235931396,44.0,,0,0
1,qwen_max,3303949904590227517,qwen_max_3303949904590227517,7,0.03484177589416504,0.08757758140563965,0.340950608253479,47.0,,0,0
1,qwen_max,3303949904590227517,qwen_max_3303949904590227517,8,0.041522443294525146,0.08014625310897827,0.38247305154800415,53.0,,0,0
2,qwen_max,2978791715112100450,qwen_max_2978791715112100450,0,,0.1762676239013672,0.0,22.0,,0,0
2,qwen_max,2978791715112100450,qwen_max_2978791715112100450,1,0.02988988161087036,0.19092845916748047,0.02988988161087036,25.0,,0,0
2,qwen_max,2978791715112100450,qwen_max_2978791715112100450,2,0.037495315074920654,0.189319908618927,0.06738519668579102,38.0,,1,0
2,qwen_max,2978791715112100450,qwen_max_2978791715112100450,3,0.02779144048690796,0.16526079177856445,0.09517663717269897,32.0,,0,0
2,qwen_max,2978791715112100450,qwen_max_2978791715112100450,4,0.04299771785736084,0.21406573057174683,0.13817435503005981,32.0,,0,0
