Model,Term,Formula,Coefficient,Hazard_Ratio,SE,Z_Score,P_Value,Lower_CI,Upper_CI,AIC,Log_Likelihood,C_Index,N_Observations,N_Events,Type
claude_35,C(adv_id)[T.p1],C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,-0.07035649914134243,0.9320614815524474,0.24908356124128195,-0.28246143097813503,0.7775897165803567,,,5761.9918208731215,-2838.9959104365607,0.4819558539848141,4744,453,combined
claude_35,C(adv_id)[T.p2],C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,-0.2900370359578184,0.7482358554338154,0.27028992673684216,-1.073058990615667,0.28324464933728777,,,5761.9918208731215,-2838.9959104365607,0.4819558539848141,4744,453,combined
claude_35,C(adv_id)[T.p3],C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,0.06017502741528103,1.0620224133169682,0.24518860647436877,0.2454234243611623,0.8061285935036783,,,5761.9918208731215,-2838.9959104365607,0.4819558539848141,4744,453,combined
claude_35,C(adv_id)[T.p4],C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,0.16200993201346214,1.1758719200387426,0.24916284779554373,0.650217050602998,0.5155520288116302,,,5761.9918208731215,-2838.9959104365607,0.4819558539848141,4744,453,combined
claude_35,C(adv_id)[T.p5],C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,0.1281432231312638,1.1367157950344897,0.257526956588406,0.4975914942219795,0.6187720001162933,,,5761.9918208731215,-2838.9959104365607,0.4819558539848141,4744,453,combined
claude_35,C(adv_id)[T.p6],C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,0.11053321437643612,1.116873444691084,0.2486310589038267,0.44456720276122713,0.6566325534226192,,,5761.9918208731215,-2838.9959104365607,0.4819558539848141,4744,453,combined
claude_35,C(adv_id)[T.p7],C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,-0.07830313983796353,0.9246840754720909,0.2517242215675509,-0.3110671644959309,0.7557495625980112,,,5761.9918208731215,-2838.9959104365607,0.4819558539848141,4744,453,combined
claude_35,C(adv_id)[T.p8],C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,-0.026117931488260682,0.9742201915967471,0.25530753760331926,-0.10229988402787024,0.9185186473584234,,,5761.9918208731215,-2838.9959104365607,0.4819558539848141,4744,453,combined
claude_35,cumulative_drift,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,-0.2181775381082983,0.8039826914289901,1.7704296293586628,-0.1232342333692941,0.9019216178565014,,,5761.9918208731215,-2838.9959104365607,0.4819558539848141,4744,453,combined
claude_35,prompt_to_prompt_drift,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,-2.003545754161142,0.134856267331111,4.170356685191643,-0.48042551402748224,0.6309248557825384,,,5761.9918208731215,-2838.9959104365607,0.4819558539848141,4744,453,combined
claude_35,C(subject_cluster)[T.General_Knowledge],C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,0.21487427330052694,1.2397060230209176,0.21711092512792857,0.9896981147950813,0.3223216967336528,,,5761.9918208731215,-2838.9959104365607,0.4819558539848141,4744,453,combined
claude_35,C(subject_cluster)[T.Humanities],C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,-0.030969079078868034,0.9695055506172247,0.2200716249365539,-0.14072272646596917,0.8880889906286923,,,5761.9918208731215,-2838.9959104365607,0.4819558539848141,4744,453,combined
claude_35,C(subject_cluster)[T.Law_Legal],C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,-0.0887513209211369,0.9150731048189481,0.21438784550730233,-0.41397552511023256,0.6788920312417945,,,5761.9918208731215,-2838.9959104365607,0.4819558539848141,4744,453,combined
claude_35,C(subject_cluster)[T.Medical_Health],C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,0.0996294821941879,1.1047615084235016,0.20522551091536864,0.4854634384868133,0.6273476415987103,,,5761.9918208731215,-2838.9959104365607,0.4819558539848141,4744,453,combined
claude_35,C(subject_cluster)[T.STEM],C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,0.13178147843471344,1.1408589897340793,0.22070568865346288,0.597091444442231,0.5504463296764903,,,5761.9918208731215,-2838.9959104365607,0.4819558539848141,4744,453,combined
claude_35,C(subject_cluster)[T.Social_Sciences],C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,0.18184459894883168,1.1994277870574261,0.22680268168830806,0.8017744657831618,0.4226834315925925,,,5761.9918208731215,-2838.9959104365607,0.4819558539848141,4744,453,combined
claude_35,context_to_prompt_drift,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,-0.8637782540503474,0.4215662850284248,1.007608149624773,-0.8572561212134032,0.39130335271097705,,,5761.9918208731215,-2838.9959104365607,0.4819558539848141,4744,453,combined
claude_35,C(difficulty_level)[T.elementary],C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,-0.15583420012656046,0.8557010537366411,0.12024207792544869,-1.2960038849559739,0.194974146443896,,,5761.9918208731215,-2838.9959104365607,0.4819558539848141,4744,453,combined
claude_35,C(difficulty_level)[T.high_school],C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,-0.08341638900722328,0.9199680028937155,0.12657514865832536,-0.6590265932248356,0.5098786919445213,,,5761.9918208731215,-2838.9959104365607,0.4819558539848141,4744,453,combined
claude_35,C(difficulty_level)[T.professional],C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,-0.015185554727926251,0.9849291643830602,0.1154676918060661,-0.13151345186176552,0.8953691459502632,,,5761.9918208731215,-2838.9959104365607,0.4819558539848141,4744,453,combined
claude_35,C(adv_id)[T.p1]:cumulative_drift,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,1.7332958909665,5.659275559298617,2.93430231014387,0.590701198364771,0.5547206448796029,,,5761.9918208731215,-2838.9959104365607,0.4819558539848141,4744,453,combined
claude_35,C(adv_id)[T.p2]:cumulative_drift,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,0.6565662812365075,1.9281601946276372,3.5544227877443246,0.18471811611729275,0.853450136091358,,,5761.9918208731215,-2838.9959104365607,0.4819558539848141,4744,453,combined
