conversation_id,model,prompt0_id,model_prompt0_interaction,time_to_failure,censored,avg_prompt_to_prompt_drift,avg_context_to_prompt_drift,avg_prompt_complexity
0,gemini_25,-3868762744116692312,gemini_25_-3868762744116692312,9,1,0.029313191771507263,0.1903895934422811,28.77777777777778
1,gemini_25,3303949904590227517,gemini_25_3303949904590227517,9,1,0.04647887498140335,0.0852537817425198,45.0
2,gemini_25,2978791715112100450,gemini_25_2978791715112100450,9,1,0.03872111439704895,0.07717426617940266,30.77777777777778
3,gemini_25,8228809181693590028,gemini_25_8228809181693590028,0,0,,0.023550748825073242,38.0
4,gemini_25,-5883582487755581909,gemini_25_-5883582487755581909,9,1,0.049921274185180664,0.09118484126196967,48.44444444444444
5,gemini_25,-7748148764174322859,gemini_25_-7748148764174322859,9,1,0.049716055393218994,0.07940232091479832,57.0
6,gemini_25,-9120735786299256593,gemini_25_-9120735786299256593,0,0,,0.023160934448242188,51.0
7,gemini_25,6519451917082435996,gemini_25_6519451917082435996,9,1,0.03971138596534729,0.09819562567604913,55.0
8,gemini_25,7796724402164779449,gemini_25_7796724402164779449,9,1,0.0639021024107933,0.10450066460503472,68.0
9,gemini_25,-7579322367467478631,gemini_25_-7579322367467478631,9,1,0.03827220946550369,0.055551078584459096,80.0
10,gemini_25,2735028203675223970,gemini_25_2735028203675223970,0,0,,0.023764431476593018,46.0
11,gemini_25,-8800594601742214742,gemini_25_-8800594601742214742,9,1,0.03275220841169357,0.0585190322664049,69.0
12,gemini_25,-6148641726913253952,gemini_25_-6148641726913253952,0,0,,0.05512511730194092,21.0
13,gemini_25,7270289390969226437,gemini_25_7270289390969226437,9,1,0.03338935226202011,0.07790617148081462,39.0
14,gemini_25,-3324111638340831616,gemini_25_-3324111638340831616,0,0,,0.02274477481842041,57.0
15,gemini_25,6426691030127866090,gemini_25_6426691030127866090,9,1,0.05227603018283844,0.13980062140358818,30.77777777777778
16,gemini_25,5892786066623401331,gemini_25_5892786066623401331,9,1,0.057382456958293915,0.13081641329659355,46.44444444444444
17,gemini_25,-5463727270396169906,gemini_25_-5463727270396169906,9,1,0.045172981917858124,0.10451094971762763,35.22222222222222
18,gemini_25,3534595325443628912,gemini_25_3534595325443628912,9,1,0.06589813530445099,0.13489695390065512,26.77777777777778
19,gemini_25,-2630813834556949921,gemini_25_-2630813834556949921,9,1,0.04915463924407959,0.08244810501734416,41.55555555555556
20,gemini_25,1230088118618836747,gemini_25_1230088118618836747,1,0,0.05393165349960327,0.13303997119267783,51.0
21,gemini_25,1852916232454158090,gemini_25_1852916232454158090,9,1,0.05694301426410675,0.1548062695397271,34.77777777777778
22,gemini_25,421036011198874655,gemini_25_421036011198874655,9,1,0.02558261901140213,0.11235266923904419,53.55555555555556
23,gemini_25,3017245906011897620,gemini_25_3017245906011897620,6,0,0.046312116086483,0.09002768993377686,67.22222222222223
24,gemini_25,3400353470847938971,gemini_25_3400353470847938971,9,1,0.0571477934718132,0.13911538653903538,38.0
25,gemini_25,-6783124165237271347,gemini_25_-6783124165237271347,9,1,0.04878843575716019,0.12923207547929552,32.77777777777778
26,gemini_25,-5521210303032175665,gemini_25_-5521210303032175665,4,0,0.04830887168645859,0.08702345689137776,46.44444444444444
27,gemini_25,5002219929762452798,gemini_25_5002219929762452798,9,1,0.04942246526479721,0.1169645521375868,42.666666666666664
28,gemini_25,-5753029251514169321,gemini_25_-5753029251514169321,9,1,0.040113091468811035,0.08798172076543172,63.333333333333336
29,gemini_25,-6203194028862240724,gemini_25_-6203194028862240724,9,1,0.055389344692230225,0.10282078054216173,56.22222222222222
30,gemini_25,3782419834493346304,gemini_25_3782419834493346304,9,1,0.05235236883163452,0.12264849742253621,51.333333333333336
31,gemini_25,-5830595497067547464,gemini_25_-5830595497067547464,9,1,0.05158378183841705,0.07708515723546346,41.888888888888886
32,gemini_25,3283035069522641043,gemini_25_3283035069522641043,2,0,0.04968584328889847,0.07578576273388332,61.0
33,gemini_25,6367010592123423365,gemini_25_6367010592123423365,9,1,0.04023801535367966,0.15378944079081217,41.0
34,gemini_25,-2602450431110440176,gemini_25_-2602450431110440176,1,0,0.0711808130145073,0.10302847623825073,53.333333333333336
35,gemini_25,1496555721770479851,gemini_25_1496555721770479851,9,1,0.03291108459234238,0.0697447591357761,97.55555555555556
36,gemini_25,-2532804206855381128,gemini_25_-2532804206855381128,9,1,0.05993913859128952,0.08561170101165771,77.55555555555556
37,gemini_25,6576872830977679673,gemini_25_6576872830977679673,9,1,0.045227088034152985,0.09194162819120619,77.0
38,gemini_25,6604037401904095430,gemini_25_6604037401904095430,9,1,0.05262233316898346,0.07583075761795044,46.0
39,gemini_25,5901919261020755834,gemini_25_5901919261020755834,9,1,0.05948702245950699,0.14730829662746853,86.44444444444444
40,gemini_25,-4659031628495680299,gemini_25_-4659031628495680299,0,0,,0.0335010290145874,42.0
41,gemini_25,-657705933917334885,gemini_25_-657705933917334885,9,1,0.03410065174102783,0.10514932870864868,46.888888888888886
42,gemini_25,8799888050619316884,gemini_25_8799888050619316884,9,1,0.049270451068878174,0.0919046335750156,81.55555555555556
43,gemini_25,1261228498230287811,gemini_25_1261228498230287811,9,1,0.06159120053052902,0.15509936544630262,90.44444444444444
44,gemini_25,7841841025893810847,gemini_25_7841841025893810847,9,1,0.034918829798698425,0.11755343940522936,51.0
45,gemini_25,6411162474977205366,gemini_25_6411162474977205366,9,1,0.06357355415821075,0.08408202727635701,58.333333333333336
46,gemini_25,-6788785493859323635,gemini_25_-6788785493859323635,9,1,0.02376575767993927,0.04404136207368639,108.22222222222223
47,gemini_25,-684339054241722652,gemini_25_-684339054241722652,9,1,0.03466501086950302,0.09397351741790771,48.888888888888886
48,gemini_25,8993113398435204735,gemini_25_8993113398435204735,9,1,0.05080480873584747,0.10052688916524251,27.77777777777778
49,gemini_25,1906516324081487351,gemini_25_1906516324081487351,9,1,0.05094970017671585,0.09124714136123657,37.0
50,gemini_25,-5814619913067464838,gemini_25_-5814619913067464838,9,1,0.04296974092721939,0.11607401900821263,28.77777777777778
51,gemini_25,-1821642933381494386,gemini_25_-1821642933381494386,9,1,0.04519554227590561,0.09591252936257257,51.0
52,gemini_25,279037356966820280,gemini_25_279037356966820280,9,1,0.05023644119501114,0.1265506943066915,39.77777777777778
53,gemini_25,3286831512485668189,gemini_25_3286831512485668189,9,1,0.04263047128915787,0.06589968336953057,93.11111111111111
54,gemini_25,5650208345660479362,gemini_25_5650208345660479362,9,1,0.03536871075630188,0.08528004089991252,64.33333333333333
55,gemini_25,6692051999058394744,gemini_25_6692051999058394744,0,0,,0.058731138706207275,83.0
56,gemini_25,5579573992615529324,gemini_25_5579573992615529324,9,1,0.05020110309123993,0.09995657867855495,45.666666666666664
57,gemini_25,5399691353183534643,gemini_25_5399691353183534643,9,1,0.052325017750263214,0.11591039763556586,39.888888888888886
58,gemini_25,-7618038066063214621,gemini_25_-7618038066063214621,9,1,0.03308214992284775,0.05737899409400092,100.55555555555556
59,gemini_25,-1725314727614475826,gemini_25_-1725314727614475826,9,1,0.050360649824142456,0.1116611295276218,85.66666666666667
60,gemini_25,-7321508789006103925,gemini_25_-7321508789006103925,0,0,,0.03596264123916626,25.0
61,gemini_25,6203118266234198273,gemini_25_6203118266234198273,0,0,,0.024787843227386475,67.0
62,gemini_25,6404077728048152121,gemini_25_6404077728048152121,9,1,0.040004752576351166,0.09767734342151219,51.111111111111114
63,gemini_25,-151218354502148047,gemini_25_-151218354502148047,9,1,0.038513414561748505,0.06790907515419854,69.66666666666667
64,gemini_25,-2134257059846673757,gemini_25_-2134257059846673757,0,0,,0.028746724128723145,60.0
65,gemini_25,3403846049252743026,gemini_25_3403846049252743026,9,1,0.0580044761300087,0.09747153520584106,34.77777777777778
66,gemini_25,-311383445613208455,gemini_25_-311383445613208455,0,0,,0.02152121067047119,41.0
67,gemini_25,4070865789946883419,gemini_25_4070865789946883419,0,0,,0.02399998903274536,57.0
